runname=input_Earth1.6_cmf0.05 
layers_found=[silicate,iron] 
phases_found=[pd,pv,ppv,liquid] 
ir_comp_layer=[0,9267] 
ir_phase_layer=[0,914,4228] 
glob_variab=[[128000000000.0, 4.2, 0.99, 2.1, 2e-05, 3, 3516.34, 1.3504217144418177e-05, 0.7520431961981274, 212401581231.49298, 217233404583.54584, 1, 1, 0, 1265.0],[169650000000.0, 4, 1, 1.4, 2e-05, 3, 3868.6235, 6.752579005160238e-06, 0.6024742873203428, 564306625972.1136, 570449915902.4921, 1, 1, 0, 1265.0],[324500000000.0, 3.3, 1.48, 1.4, 2e-05, 2.1, 4260.0, 5.347798558293684e-06, 0.7997042474303777, 1074018368626.9144, 1088191890205.4612, 1, 1, 0, 1265.0],[145520000000.0, 4.125, 2.1664000000000003, 0.644, 4e-05, 3, 6129.200000000001, 3.818607950623138e-06, 1.3084146286619651, 1482398616322.5234, 1527328601301.2651, 7.4366550894550985, 2070246.6287796963, 1, 840.0]] 
i_g_change=11453 
i,r,rho,m,g,P,T,alpha,gamma,T_melt_Fe,Kt,Ks 
5872,4102970.096579,5999.030685,2.053396e+24,8.140806,1.723435e+11,2838.817397,7.161690e-06,0.916477,3946.251829,8.673943e+11,8.515280e+11 
5873,4102371.356235,5999.232909,2.052636e+24,8.140170,1.723727e+11,2838.905097,7.160966e-06,0.916434,3946.668303,8.674643e+11,8.515986e+11 
5874,4101772.615891,5999.435114,2.051877e+24,8.139533,1.724020e+11,2838.992784,7.160242e-06,0.916391,3947.084672,8.675343e+11,8.516691e+11 
5875,4101173.875547,5999.637300,2.051117e+24,8.138897,1.724312e+11,2839.080459,7.159518e-06,0.916347,3947.500934,8.676043e+11,8.517397e+11 
5876,4100575.135203,5999.839468,2.050358e+24,8.138261,1.724605e+11,2839.168122,7.158795e-06,0.916304,3947.917090,8.676743e+11,8.518102e+11 
5877,4099976.394859,6000.041618,2.049599e+24,8.137624,1.724897e+11,2839.255772,7.158071e-06,0.916261,3948.333139,8.677443e+11,8.518808e+11 
5878,4099377.654515,6000.243749,2.048840e+24,8.136988,1.725189e+11,2839.343410,7.157348e-06,0.916218,3948.749083,8.678143e+11,8.519513e+11 
5879,4098778.914171,6000.445861,2.048082e+24,8.136352,1.725482e+11,2839.431035,7.156624e-06,0.916175,3949.164920,8.678842e+11,8.520218e+11 
5880,4098180.173827,6000.647956,2.047324e+24,8.135716,1.725774e+11,2839.518648,7.155901e-06,0.916131,3949.580651,8.679542e+11,8.520924e+11 
5881,4097581.433483,6000.850031,2.046565e+24,8.135080,1.726066e+11,2839.606249,7.155179e-06,0.916088,3949.996277,8.680242e+11,8.521629e+11 
5882,4096982.693139,6001.052088,2.045807e+24,8.134444,1.726358e+11,2839.693837,7.154456e-06,0.916045,3950.411796,8.680942e+11,8.522334e+11 
5883,4096383.952795,6001.254127,2.045050e+24,8.133808,1.726651e+11,2839.781413,7.153733e-06,0.916002,3950.827209,8.681641e+11,8.523039e+11 
5884,4095785.212452,6001.456147,2.044292e+24,8.133172,1.726943e+11,2839.868977,7.153011e-06,0.915959,3951.242517,8.682341e+11,8.523744e+11 
5885,4095186.472108,6001.658149,2.043535e+24,8.132537,1.727235e+11,2839.956528,7.152289e-06,0.915915,3951.657719,8.683040e+11,8.524449e+11 
5886,4094587.731764,6001.860132,2.042777e+24,8.131901,1.727527e+11,2840.044067,7.151567e-06,0.915872,3952.072815,8.683740e+11,8.525155e+11 
5887,4093988.991420,6002.062097,2.042020e+24,8.131265,1.727820e+11,2840.131593,7.150845e-06,0.915829,3952.487805,8.684439e+11,8.525859e+11 
5888,4093390.251076,6002.264043,2.041264e+24,8.130630,1.728112e+11,2840.219107,7.150123e-06,0.915786,3952.902690,8.685139e+11,8.526564e+11 
5889,4092791.510732,6002.465971,2.040507e+24,8.129994,1.728404e+11,2840.306609,7.149401e-06,0.915743,3953.317470,8.685838e+11,8.527269e+11 
5890,4092192.770388,6002.667881,2.039751e+24,8.129359,1.728696e+11,2840.394098,7.148680e-06,0.915700,3953.732143,8.686538e+11,8.527974e+11 
5891,4091594.030044,6002.869772,2.038994e+24,8.128723,1.728988e+11,2840.481575,7.147959e-06,0.915657,3954.146712,8.687237e+11,8.528679e+11 
5892,4090995.289700,6003.071644,2.038238e+24,8.128088,1.729281e+11,2840.569039,7.147237e-06,0.915614,3954.561175,8.687936e+11,8.529384e+11 
5893,4090396.549356,6003.273498,2.037482e+24,8.127453,1.729573e+11,2840.656492,7.146517e-06,0.915570,3954.975533,8.688635e+11,8.530088e+11 
5894,4089797.809012,6003.475334,2.036727e+24,8.126818,1.729865e+11,2840.743931,7.145796e-06,0.915527,3955.389785,8.689335e+11,8.530793e+11 
5895,4089199.068668,6003.677151,2.035971e+24,8.126182,1.730157e+11,2840.831359,7.145075e-06,0.915484,3955.803933,8.690034e+11,8.531498e+11 
5896,4088600.328324,6003.878950,2.035216e+24,8.125547,1.730449e+11,2840.918774,7.144355e-06,0.915441,3956.217975,8.690733e+11,8.532202e+11 
5897,4088001.587980,6004.080730,2.034461e+24,8.124912,1.730741e+11,2841.006177,7.143634e-06,0.915398,3956.631912,8.691432e+11,8.532907e+11 
5898,4087402.847636,6004.282492,2.033706e+24,8.124277,1.731033e+11,2841.093567,7.142914e-06,0.915355,3957.045744,8.692131e+11,8.533611e+11 
5899,4086804.107292,6004.484235,2.032952e+24,8.123642,1.731325e+11,2841.180945,7.142194e-06,0.915312,3957.459471,8.692830e+11,8.534315e+11 
5900,4086205.366948,6004.685960,2.032197e+24,8.123008,1.731617e+11,2841.268311,7.141475e-06,0.915269,3957.873093,8.693529e+11,8.535020e+11 
5901,4085606.626604,6004.887667,2.031443e+24,8.122373,1.731909e+11,2841.355665,7.140755e-06,0.915226,3958.286611,8.694228e+11,8.535724e+11 
5902,4085007.886260,6005.089355,2.030689e+24,8.121738,1.732201e+11,2841.443006,7.140035e-06,0.915183,3958.700023,8.694926e+11,8.536428e+11 
5903,4084409.145916,6005.291025,2.029935e+24,8.121103,1.732493e+11,2841.530334,7.139316e-06,0.915140,3959.113331,8.695625e+11,8.537133e+11 
5904,4083810.405572,6005.492676,2.029181e+24,8.120469,1.732785e+11,2841.617651,7.138597e-06,0.915097,3959.526534,8.696324e+11,8.537837e+11 
5905,4083211.665228,6005.694309,2.028428e+24,8.119834,1.733077e+11,2841.704955,7.137878e-06,0.915054,3959.939632,8.697022e+11,8.538541e+11 
5906,4082612.924884,6005.895923,2.027674e+24,8.119200,1.733369e+11,2841.792247,7.137159e-06,0.915011,3960.352626,8.697721e+11,8.539245e+11 
5907,4082014.184540,6006.097520,2.026921e+24,8.118565,1.733661e+11,2841.879526,7.136441e-06,0.914968,3960.765516,8.698420e+11,8.539949e+11 
5908,4081415.444196,6006.299097,2.026169e+24,8.117931,1.733953e+11,2841.966793,7.135722e-06,0.914925,3961.178301,8.699118e+11,8.540653e+11 
5909,4080816.703852,6006.500656,2.025416e+24,8.117297,1.734245e+11,2842.054048,7.135004e-06,0.914882,3961.590981,8.699817e+11,8.541357e+11 
5910,4080217.963508,6006.702197,2.024663e+24,8.116663,1.734537e+11,2842.141291,7.134286e-06,0.914839,3962.003557,8.700515e+11,8.542061e+11 
5911,4079619.223164,6006.903720,2.023911e+24,8.116028,1.734829e+11,2842.228521,7.133568e-06,0.914796,3962.416029,8.701214e+11,8.542765e+11 
5912,4079020.482820,6007.105224,2.023159e+24,8.115394,1.735121e+11,2842.315739,7.132850e-06,0.914753,3962.828397,8.701912e+11,8.543469e+11 
5913,4078421.742476,6007.306709,2.022407e+24,8.114760,1.735413e+11,2842.402944,7.132132e-06,0.914710,3963.240660,8.702610e+11,8.544173e+11 
5914,4077823.002132,6007.508177,2.021655e+24,8.114126,1.735705e+11,2842.490137,7.131415e-06,0.914667,3963.652819,8.703309e+11,8.544876e+11 
5915,4077224.261788,6007.709626,2.020904e+24,8.113492,1.735996e+11,2842.577318,7.130697e-06,0.914624,3964.064874,8.704007e+11,8.545580e+11 
5916,4076625.521444,6007.911056,2.020152e+24,8.112859,1.736288e+11,2842.664487,7.129980e-06,0.914581,3964.476826,8.704705e+11,8.546284e+11 
5917,4076026.781100,6008.112468,2.019401e+24,8.112225,1.736580e+11,2842.751643,7.129263e-06,0.914538,3964.888673,8.705403e+11,8.546987e+11 
5918,4075428.040756,6008.313862,2.018650e+24,8.111591,1.736872e+11,2842.838787,7.128546e-06,0.914495,3965.300416,8.706101e+11,8.547691e+11 
5919,4074829.300412,6008.515237,2.017900e+24,8.110957,1.737164e+11,2842.925919,7.127829e-06,0.914452,3965.712056,8.706799e+11,8.548394e+11 
5920,4074230.560068,6008.716594,2.017149e+24,8.110324,1.737456e+11,2843.013039,7.127113e-06,0.914410,3966.123591,8.707497e+11,8.549098e+11 
5921,4073631.819724,6008.917933,2.016399e+24,8.109690,1.737747e+11,2843.100146,7.126396e-06,0.914367,3966.535023,8.708195e+11,8.549801e+11 
5922,4073033.079380,6009.119253,2.015649e+24,8.109057,1.738039e+11,2843.187241,7.125680e-06,0.914324,3966.946352,8.708893e+11,8.550505e+11 
5923,4072434.339036,6009.320555,2.014899e+24,8.108423,1.738331e+11,2843.274324,7.124964e-06,0.914281,3967.357576,8.709591e+11,8.551208e+11 
5924,4071835.598692,6009.521838,2.014149e+24,8.107790,1.738623e+11,2843.361394,7.124248e-06,0.914238,3967.768697,8.710289e+11,8.551911e+11 
5925,4071236.858348,6009.723103,2.013399e+24,8.107157,1.738914e+11,2843.448452,7.123532e-06,0.914195,3968.179715,8.710987e+11,8.552614e+11 
5926,4070638.118005,6009.924350,2.012650e+24,8.106523,1.739206e+11,2843.535498,7.122817e-06,0.914152,3968.590629,8.711684e+11,8.553318e+11 
5927,4070039.377661,6010.125578,2.011901e+24,8.105890,1.739498e+11,2843.622531,7.122101e-06,0.914109,3969.001440,8.712382e+11,8.554021e+11 
5928,4069440.637317,6010.326788,2.011152e+24,8.105257,1.739789e+11,2843.709553,7.121386e-06,0.914067,3969.412147,8.713080e+11,8.554724e+11 
5929,4068841.896973,6010.527980,2.010403e+24,8.104624,1.740081e+11,2843.796562,7.120671e-06,0.914024,3969.822751,8.713777e+11,8.555427e+11 
5930,4068243.156629,6010.729153,2.009654e+24,8.103991,1.740373e+11,2843.883558,7.119956e-06,0.913981,3970.233252,8.714475e+11,8.556130e+11 
5931,4067644.416285,6010.930308,2.008906e+24,8.103358,1.740664e+11,2843.970543,7.119241e-06,0.913938,3970.643649,8.715172e+11,8.556833e+11 
5932,4067045.675941,6011.131445,2.008158e+24,8.102725,1.740956e+11,2844.057515,7.118527e-06,0.913895,3971.053944,8.715870e+11,8.557536e+11 
5933,4066446.935597,6011.332563,2.007410e+24,8.102093,1.741248e+11,2844.144475,7.117812e-06,0.913852,3971.464135,8.716567e+11,8.558239e+11 
5934,4065848.195253,6011.533663,2.006662e+24,8.101460,1.741539e+11,2844.231423,7.117098e-06,0.913810,3971.874224,8.717264e+11,8.558942e+11 
5935,4065249.454909,6011.734745,2.005914e+24,8.100827,1.741831e+11,2844.318358,7.116384e-06,0.913767,3972.284209,8.717962e+11,8.559644e+11 
5936,4064650.714565,6011.935808,2.005167e+24,8.100195,1.742122e+11,2844.405281,7.115670e-06,0.913724,3972.694092,8.718659e+11,8.560347e+11 
5937,4064051.974221,6012.136853,2.004420e+24,8.099562,1.742414e+11,2844.492192,7.114956e-06,0.913681,3973.103871,8.719356e+11,8.561050e+11 
5938,4063453.233877,6012.337880,2.003673e+24,8.098930,1.742705e+11,2844.579091,7.114242e-06,0.913639,3973.513548,8.720054e+11,8.561752e+11 
5939,4062854.493533,6012.538888,2.002926e+24,8.098297,1.742997e+11,2844.665978,7.113529e-06,0.913596,3973.923122,8.720751e+11,8.562455e+11 
5940,4062255.753189,6012.739878,2.002179e+24,8.097665,1.743289e+11,2844.752852,7.112816e-06,0.913553,3974.332594,8.721448e+11,8.563158e+11 
5941,4061657.012845,6012.940850,2.001433e+24,8.097033,1.743580e+11,2844.839714,7.112102e-06,0.913510,3974.741962,8.722145e+11,8.563860e+11 
5942,4061058.272501,6013.141803,2.000686e+24,8.096401,1.743872e+11,2844.926564,7.111389e-06,0.913468,3975.151229,8.722842e+11,8.564563e+11 
5943,4060459.532157,6013.342738,1.999940e+24,8.095768,1.744163e+11,2845.013401,7.110676e-06,0.913425,3975.560392,8.723539e+11,8.565265e+11 
5944,4059860.791813,6013.543655,1.999195e+24,8.095136,1.744455e+11,2845.100226,7.109964e-06,0.913382,3975.969453,8.724236e+11,8.565967e+11 
5945,4059262.051469,6013.744553,1.998449e+24,8.094504,1.744746e+11,2845.187040,7.109251e-06,0.913339,3976.378412,8.724933e+11,8.566670e+11 
5946,4058663.311125,6013.945433,1.997703e+24,8.093872,1.745037e+11,2845.273840,7.108539e-06,0.913297,3976.787269,8.725629e+11,8.567372e+11 
5947,4058064.570781,6014.146295,1.996958e+24,8.093241,1.745329e+11,2845.360629,7.107827e-06,0.913254,3977.196023,8.726326e+11,8.568074e+11 
5948,4057465.830437,6014.347138,1.996213e+24,8.092609,1.745620e+11,2845.447406,7.107115e-06,0.913211,3977.604675,8.727023e+11,8.568777e+11 
5949,4056867.090093,6014.547964,1.995468e+24,8.091977,1.745912e+11,2845.534170,7.106403e-06,0.913169,3978.013224,8.727720e+11,8.569479e+11 
5950,4056268.349749,6014.748770,1.994723e+24,8.091345,1.746203e+11,2845.620922,7.105691e-06,0.913126,3978.421672,8.728416e+11,8.570181e+11 
5951,4055669.609405,6014.949559,1.993979e+24,8.090714,1.746495e+11,2845.707662,7.104979e-06,0.913083,3978.830017,8.729113e+11,8.570883e+11 
5952,4055070.869061,6015.150329,1.993235e+24,8.090082,1.746786e+11,2845.794389,7.104268e-06,0.913041,3979.238260,8.729809e+11,8.571585e+11 
5953,4054472.128717,6015.351081,1.992491e+24,8.089451,1.747077e+11,2845.881105,7.103557e-06,0.912998,3979.646402,8.730506e+11,8.572287e+11 
5954,4053873.388373,6015.551815,1.991747e+24,8.088819,1.747369e+11,2845.967808,7.102846e-06,0.912955,3980.054441,8.731202e+11,8.572989e+11 
5955,4053274.648029,6015.752530,1.991003e+24,8.088188,1.747660e+11,2846.054499,7.102135e-06,0.912913,3980.462379,8.731899e+11,8.573691e+11 
5956,4052675.907685,6015.953228,1.990259e+24,8.087557,1.747951e+11,2846.141178,7.101424e-06,0.912870,3980.870214,8.732595e+11,8.574392e+11 
5957,4052077.167341,6016.153907,1.989516e+24,8.086925,1.748243e+11,2846.227844,7.100713e-06,0.912827,3981.277948,8.733292e+11,8.575094e+11 
5958,4051478.426997,6016.354567,1.988773e+24,8.086294,1.748534e+11,2846.314499,7.100003e-06,0.912785,3981.685581,8.733988e+11,8.575796e+11 
5959,4050879.686653,6016.555209,1.988030e+24,8.085663,1.748825e+11,2846.401141,7.099293e-06,0.912742,3982.093111,8.734684e+11,8.576498e+11 
5960,4050280.946309,6016.755833,1.987287e+24,8.085032,1.749116e+11,2846.487771,7.098582e-06,0.912699,3982.500540,8.735380e+11,8.577199e+11 
5961,4049682.205965,6016.956439,1.986545e+24,8.084401,1.749408e+11,2846.574389,7.097872e-06,0.912657,3982.907868,8.736077e+11,8.577901e+11 
5962,4049083.465621,6017.157027,1.985802e+24,8.083770,1.749699e+11,2846.660994,7.097163e-06,0.912614,3983.315094,8.736773e+11,8.578603e+11 
5963,4048484.725277,6017.357596,1.985060e+24,8.083140,1.749990e+11,2846.747588,7.096453e-06,0.912572,3983.722218,8.737469e+11,8.579304e+11 
5964,4047885.984933,6017.558147,1.984318e+24,8.082509,1.750281e+11,2846.834169,7.095743e-06,0.912529,3984.129241,8.738165e+11,8.580006e+11 
5965,4047287.244589,6017.758680,1.983576e+24,8.081878,1.750573e+11,2846.920738,7.095034e-06,0.912487,3984.536163,8.738861e+11,8.580707e+11 
5966,4046688.504245,6017.959194,1.982835e+24,8.081247,1.750864e+11,2847.007295,7.094325e-06,0.912444,3984.942983,8.739557e+11,8.581408e+11 
5967,4046089.763901,6018.159691,1.982094e+24,8.080617,1.751155e+11,2847.093840,7.093616e-06,0.912401,3985.349703,8.740253e+11,8.582110e+11 
5968,4045491.023558,6018.360169,1.981352e+24,8.079986,1.751446e+11,2847.180373,7.092907e-06,0.912359,3985.756321,8.740948e+11,8.582811e+11 
5969,4044892.283214,6018.560628,1.980611e+24,8.079356,1.751737e+11,2847.266893,7.092198e-06,0.912316,3986.162838,8.741644e+11,8.583512e+11 
5970,4044293.542870,6018.761070,1.979871e+24,8.078726,1.752028e+11,2847.353402,7.091490e-06,0.912274,3986.569254,8.742340e+11,8.584214e+11 
5971,4043694.802526,6018.961493,1.979130e+24,8.078095,1.752319e+11,2847.439898,7.090781e-06,0.912231,3986.975568,8.743036e+11,8.584915e+11 
5972,4043096.062182,6019.161898,1.978390e+24,8.077465,1.752611e+11,2847.526382,7.090073e-06,0.912189,3987.381782,8.743731e+11,8.585616e+11 
5973,4042497.321838,6019.362285,1.977649e+24,8.076835,1.752902e+11,2847.612854,7.089365e-06,0.912146,3987.787895,8.744427e+11,8.586317e+11 
5974,4041898.581494,6019.562653,1.976909e+24,8.076205,1.753193e+11,2847.699313,7.088657e-06,0.912104,3988.193907,8.745123e+11,8.587018e+11 
5975,4041299.841150,6019.763004,1.976169e+24,8.075575,1.753484e+11,2847.785761,7.087949e-06,0.912061,3988.599819,8.745818e+11,8.587719e+11 
5976,4040701.100806,6019.963336,1.975430e+24,8.074945,1.753775e+11,2847.872196,7.087242e-06,0.912019,3989.005629,8.746514e+11,8.588420e+11 
5977,4040102.360462,6020.163650,1.974690e+24,8.074315,1.754066e+11,2847.958620,7.086534e-06,0.911976,3989.411339,8.747209e+11,8.589121e+11 
5978,4039503.620118,6020.363945,1.973951e+24,8.073685,1.754357e+11,2848.045031,7.085827e-06,0.911934,3989.816948,8.747904e+11,8.589822e+11 
5979,4038904.879774,6020.564223,1.973212e+24,8.073055,1.754648e+11,2848.131430,7.085120e-06,0.911891,3990.222457,8.748600e+11,8.590522e+11 
5980,4038306.139430,6020.764482,1.972473e+24,8.072426,1.754939e+11,2848.217817,7.084413e-06,0.911849,3990.627865,8.749295e+11,8.591223e+11 
5981,4037707.399086,6020.964723,1.971735e+24,8.071796,1.755230e+11,2848.304191,7.083706e-06,0.911806,3991.033173,8.749990e+11,8.591924e+11 
5982,4037108.658742,6021.164946,1.970996e+24,8.071167,1.755521e+11,2848.390554,7.083000e-06,0.911764,3991.438380,8.750686e+11,8.592624e+11 
5983,4036509.918398,6021.365151,1.970258e+24,8.070537,1.755812e+11,2848.476904,7.082293e-06,0.911722,3991.843487,8.751381e+11,8.593325e+11 
5984,4035911.178054,6021.565337,1.969520e+24,8.069908,1.756103e+11,2848.563243,7.081587e-06,0.911679,3992.248493,8.752076e+11,8.594026e+11 
5985,4035312.437710,6021.765505,1.968782e+24,8.069278,1.756394e+11,2848.649569,7.080881e-06,0.911637,3992.653399,8.752771e+11,8.594726e+11 
5986,4034713.697366,6021.965655,1.968044e+24,8.068649,1.756685e+11,2848.735883,7.080175e-06,0.911594,3993.058205,8.753466e+11,8.595427e+11 
5987,4034114.957022,6022.165787,1.967307e+24,8.068020,1.756976e+11,2848.822185,7.079469e-06,0.911552,3993.462911,8.754161e+11,8.596127e+11 
5988,4033516.216678,6022.365901,1.966569e+24,8.067391,1.757267e+11,2848.908475,7.078763e-06,0.911509,3993.867517,8.754856e+11,8.596828e+11 
5989,4032917.476334,6022.565996,1.965832e+24,8.066762,1.757557e+11,2848.994753,7.078058e-06,0.911467,3994.272022,8.755551e+11,8.597528e+11 
5990,4032318.735990,6022.766073,1.965095e+24,8.066133,1.757848e+11,2849.081018,7.077352e-06,0.911425,3994.676428,8.756246e+11,8.598228e+11 
5991,4031719.995646,6022.966132,1.964359e+24,8.065504,1.758139e+11,2849.167272,7.076647e-06,0.911382,3995.080733,8.756941e+11,8.598928e+11 
5992,4031121.255302,6023.166173,1.963622e+24,8.064875,1.758430e+11,2849.253513,7.075942e-06,0.911340,3995.484939,8.757635e+11,8.599629e+11 
5993,4030522.514958,6023.366196,1.962886e+24,8.064246,1.758721e+11,2849.339743,7.075237e-06,0.911298,3995.889045,8.758330e+11,8.600329e+11 
5994,4029923.774614,6023.566200,1.962150e+24,8.063617,1.759012e+11,2849.425960,7.074532e-06,0.911255,3996.293051,8.759025e+11,8.601029e+11 
5995,4029325.034270,6023.766187,1.961414e+24,8.062989,1.759303e+11,2849.512165,7.073828e-06,0.911213,3996.696957,8.759719e+11,8.601729e+11 
5996,4028726.293926,6023.966155,1.960678e+24,8.062360,1.759593e+11,2849.598358,7.073123e-06,0.911170,3997.100764,8.760414e+11,8.602429e+11 
5997,4028127.553582,6024.166105,1.959943e+24,8.061732,1.759884e+11,2849.684539,7.072419e-06,0.911128,3997.504471,8.761109e+11,8.603129e+11 
5998,4027528.813238,6024.366037,1.959207e+24,8.061103,1.760175e+11,2849.770708,7.071715e-06,0.911086,3997.908078,8.761803e+11,8.603829e+11 
5999,4026930.072894,6024.565950,1.958472e+24,8.060475,1.760466e+11,2849.856865,7.071011e-06,0.911043,3998.311586,8.762498e+11,8.604529e+11 
6000,4026331.332550,6024.765846,1.957737e+24,8.059846,1.760756e+11,2849.943010,7.070307e-06,0.911001,3998.714995,8.763192e+11,8.605229e+11 
6001,4025732.592206,6024.965723,1.957002e+24,8.059218,1.761047e+11,2850.029142,7.069603e-06,0.910959,3999.118304,8.763886e+11,8.605929e+11 
6002,4025133.851862,6025.165582,1.956268e+24,8.058590,1.761338e+11,2850.115263,7.068900e-06,0.910917,3999.521513,8.764581e+11,8.606628e+11 
6003,4024535.111518,6025.365423,1.955533e+24,8.057962,1.761629e+11,2850.201371,7.068197e-06,0.910874,3999.924623,8.765275e+11,8.607328e+11 
6004,4023936.371174,6025.565246,1.954799e+24,8.057334,1.761919e+11,2850.287468,7.067493e-06,0.910832,4000.327634,8.765969e+11,8.608028e+11 
6005,4023337.630830,6025.765051,1.954065e+24,8.056706,1.762210e+11,2850.373552,7.066790e-06,0.910790,4000.730546,8.766663e+11,8.608727e+11 
6006,4022738.890486,6025.964838,1.953331e+24,8.056078,1.762501e+11,2850.459624,7.066088e-06,0.910747,4001.133358,8.767358e+11,8.609427e+11 
6007,4022140.150142,6026.164606,1.952598e+24,8.055450,1.762791e+11,2850.545685,7.065385e-06,0.910705,4001.536072,8.768052e+11,8.610127e+11 
6008,4021541.409798,6026.364356,1.951864e+24,8.054822,1.763082e+11,2850.631733,7.064682e-06,0.910663,4001.938686,8.768746e+11,8.610826e+11 
6009,4020942.669454,6026.564089,1.951131e+24,8.054195,1.763373e+11,2850.717769,7.063980e-06,0.910621,4002.341202,8.769440e+11,8.611525e+11 
6010,4020343.929111,6026.763803,1.950398e+24,8.053567,1.763663e+11,2850.803793,7.063278e-06,0.910578,4002.743618,8.770134e+11,8.612225e+11 
6011,4019745.188767,6026.963499,1.949665e+24,8.052939,1.763954e+11,2850.889805,7.062576e-06,0.910536,4003.145935,8.770828e+11,8.612924e+11 
6012,4019146.448423,6027.163176,1.948933e+24,8.052312,1.764244e+11,2850.975805,7.061874e-06,0.910494,4003.548154,8.771521e+11,8.613624e+11 
6013,4018547.708079,6027.362836,1.948200e+24,8.051685,1.764535e+11,2851.061793,7.061172e-06,0.910452,4003.950274,8.772215e+11,8.614323e+11 
6014,4017948.967735,6027.562478,1.947468e+24,8.051057,1.764826e+11,2851.147769,7.060470e-06,0.910409,4004.352295,8.772909e+11,8.615022e+11 
6015,4017350.227391,6027.762101,1.946736e+24,8.050430,1.765116e+11,2851.233732,7.059769e-06,0.910367,4004.754217,8.773603e+11,8.615721e+11 
6016,4016751.487047,6027.961706,1.946004e+24,8.049803,1.765407e+11,2851.319684,7.059068e-06,0.910325,4005.156041,8.774297e+11,8.616420e+11 
6017,4016152.746703,6028.161294,1.945272e+24,8.049176,1.765697e+11,2851.405624,7.058366e-06,0.910283,4005.557766,8.774990e+11,8.617120e+11 
6018,4015554.006359,6028.360863,1.944541e+24,8.048549,1.765988e+11,2851.491552,7.057665e-06,0.910241,4005.959392,8.775684e+11,8.617819e+11 
6019,4014955.266015,6028.560414,1.943810e+24,8.047922,1.766278e+11,2851.577467,7.056965e-06,0.910198,4006.360920,8.776377e+11,8.618518e+11 
6020,4014356.525671,6028.759947,1.943079e+24,8.047295,1.766569e+11,2851.663371,7.056264e-06,0.910156,4006.762350,8.777071e+11,8.619217e+11 
6021,4013757.785327,6028.959461,1.942348e+24,8.046668,1.766859e+11,2851.749262,7.055563e-06,0.910114,4007.163681,8.777764e+11,8.619915e+11 
6022,4013159.044983,6029.158958,1.941617e+24,8.046041,1.767150e+11,2851.835142,7.054863e-06,0.910072,4007.564913,8.778458e+11,8.620614e+11 
6023,4012560.304639,6029.358437,1.940887e+24,8.045414,1.767440e+11,2851.921010,7.054163e-06,0.910030,4007.966048,8.779151e+11,8.621313e+11 
