runname=input_Earth1.6_cmf0.05 
layers_found=[silicate,iron] 
phases_found=[pd,pv,ppv,liquid] 
ir_comp_layer=[0,9267] 
ir_phase_layer=[0,914,4228] 
glob_variab=[[128000000000.0, 4.2, 0.99, 2.1, 2e-05, 3, 3516.34, 1.3504217144418177e-05, 0.7520431961981274, 212401581231.49298, 217233404583.54584, 1, 1, 0, 1265.0],[169650000000.0, 4, 1, 1.4, 2e-05, 3, 3868.6235, 6.752579005160238e-06, 0.6024742873203428, 564306625972.1136, 570449915902.4921, 1, 1, 0, 1265.0],[324500000000.0, 3.3, 1.48, 1.4, 2e-05, 2.1, 4260.0, 5.347798558293684e-06, 0.7997042474303777, 1074018368626.9144, 1088191890205.4612, 1, 1, 0, 1265.0],[145520000000.0, 4.125, 2.1664000000000003, 0.644, 4e-05, 3, 6129.200000000001, 3.818607950623138e-06, 1.3084146286619651, 1482398616322.5234, 1527328601301.2651, 7.4366550894550985, 2070246.6287796963, 1, 840.0]] 
i_g_change=11453 
i,r,rho,m,g,P,T,alpha,gamma,T_melt_Fe,Kt,Ks 
5702,4204755.955055,5964.381698,2.185417e+24,8.249812,1.673538e+11,2823.725947,7.287230e-06,0.923940,3873.854829,8.554266e+11,8.394666e+11 
5703,4204157.214711,5964.587103,2.184623e+24,8.249166,1.673833e+11,2823.815793,7.286478e-06,0.923895,3874.290270,8.554974e+11,8.395380e+11 
5704,4203558.474367,5964.792489,2.183830e+24,8.248521,1.674128e+11,2823.905626,7.285725e-06,0.923850,3874.725595,8.555681e+11,8.396093e+11 
5705,4202959.734023,5964.997856,2.183037e+24,8.247875,1.674422e+11,2823.995447,7.284973e-06,0.923806,3875.160802,8.556389e+11,8.396806e+11 
5706,4202360.993679,5965.203204,2.182244e+24,8.247230,1.674717e+11,2824.085255,7.284220e-06,0.923761,3875.595893,8.557097e+11,8.397519e+11 
5707,4201762.253335,5965.408533,2.181452e+24,8.246585,1.675011e+11,2824.175050,7.283468e-06,0.923717,3876.030868,8.557804e+11,8.398232e+11 
5708,4201163.512991,5965.613844,2.180660e+24,8.245939,1.675306e+11,2824.264832,7.282716e-06,0.923672,3876.465725,8.558512e+11,8.398946e+11 
5709,4200564.772647,5965.819135,2.179868e+24,8.245294,1.675600e+11,2824.354601,7.281964e-06,0.923628,3876.900466,8.559220e+11,8.399659e+11 
5710,4199966.032303,5966.024408,2.179076e+24,8.244649,1.675895e+11,2824.444358,7.281213e-06,0.923583,3877.335090,8.559927e+11,8.400372e+11 
5711,4199367.291959,5966.229661,2.178284e+24,8.244004,1.676189e+11,2824.534101,7.280461e-06,0.923539,3877.769598,8.560635e+11,8.401085e+11 
5712,4198768.551615,5966.434896,2.177492e+24,8.243358,1.676484e+11,2824.623832,7.279710e-06,0.923494,3878.203990,8.561342e+11,8.401798e+11 
5713,4198169.811271,5966.640111,2.176701e+24,8.242713,1.676778e+11,2824.713550,7.278959e-06,0.923450,3878.638265,8.562049e+11,8.402511e+11 
5714,4197571.070927,5966.845308,2.175910e+24,8.242068,1.677073e+11,2824.803255,7.278208e-06,0.923406,3879.072424,8.562757e+11,8.403223e+11 
5715,4196972.330584,5967.050486,2.175119e+24,8.241423,1.677367e+11,2824.892948,7.277457e-06,0.923361,3879.506466,8.563464e+11,8.403936e+11 
5716,4196373.590240,5967.255645,2.174328e+24,8.240778,1.677662e+11,2824.982627,7.276707e-06,0.923317,3879.940393,8.564171e+11,8.404649e+11 
5717,4195774.849896,5967.460786,2.173538e+24,8.240134,1.677956e+11,2825.072294,7.275956e-06,0.923272,3880.374203,8.564878e+11,8.405362e+11 
5718,4195176.109552,5967.665907,2.172747e+24,8.239489,1.678250e+11,2825.161948,7.275206e-06,0.923228,3880.807898,8.565585e+11,8.406074e+11 
5719,4194577.369208,5967.871009,2.171957e+24,8.238844,1.678545e+11,2825.251589,7.274456e-06,0.923183,3881.241476,8.566293e+11,8.406787e+11 
5720,4193978.628864,5968.076093,2.171167e+24,8.238199,1.678839e+11,2825.341218,7.273706e-06,0.923139,3881.674939,8.567000e+11,8.407500e+11 
5721,4193379.888520,5968.281157,2.170378e+24,8.237555,1.679134e+11,2825.430833,7.272956e-06,0.923095,3882.108286,8.567707e+11,8.408212e+11 
5722,4192781.148176,5968.486203,2.169588e+24,8.236910,1.679428e+11,2825.520436,7.272207e-06,0.923050,3882.541517,8.568413e+11,8.408925e+11 
5723,4192182.407832,5968.691230,2.168799e+24,8.236265,1.679722e+11,2825.610026,7.271457e-06,0.923006,3882.974632,8.569120e+11,8.409637e+11 
5724,4191583.667488,5968.896238,2.168010e+24,8.235621,1.680017e+11,2825.699603,7.270708e-06,0.922961,3883.407632,8.569827e+11,8.410349e+11 
5725,4190984.927144,5969.101227,2.167221e+24,8.234976,1.680311e+11,2825.789167,7.269959e-06,0.922917,3883.840516,8.570534e+11,8.411062e+11 
5726,4190386.186800,5969.306197,2.166432e+24,8.234332,1.680605e+11,2825.878719,7.269210e-06,0.922873,3884.273285,8.571241e+11,8.411774e+11 
5727,4189787.446456,5969.511149,2.165643e+24,8.233687,1.680900e+11,2825.968258,7.268461e-06,0.922828,3884.705938,8.571948e+11,8.412486e+11 
5728,4189188.706112,5969.716081,2.164855e+24,8.233043,1.681194e+11,2826.057784,7.267713e-06,0.922784,3885.138476,8.572654e+11,8.413199e+11 
5729,4188589.965768,5969.920995,2.164067e+24,8.232399,1.681488e+11,2826.147297,7.266965e-06,0.922740,3885.570899,8.573361e+11,8.413911e+11 
5730,4187991.225424,5970.125890,2.163279e+24,8.231755,1.681782e+11,2826.236798,7.266216e-06,0.922695,3886.003207,8.574067e+11,8.414623e+11 
5731,4187392.485080,5970.330766,2.162491e+24,8.231110,1.682077e+11,2826.326285,7.265468e-06,0.922651,3886.435399,8.574774e+11,8.415335e+11 
5732,4186793.744736,5970.535623,2.161704e+24,8.230466,1.682371e+11,2826.415760,7.264721e-06,0.922607,3886.867476,8.575480e+11,8.416047e+11 
5733,4186195.004392,5970.740461,2.160916e+24,8.229822,1.682665e+11,2826.505222,7.263973e-06,0.922562,3887.299438,8.576187e+11,8.416759e+11 
5734,4185596.264048,5970.945281,2.160129e+24,8.229178,1.682959e+11,2826.594672,7.263225e-06,0.922518,3887.731286,8.576893e+11,8.417471e+11 
5735,4184997.523704,5971.150081,2.159342e+24,8.228534,1.683253e+11,2826.684108,7.262478e-06,0.922474,3888.163018,8.577600e+11,8.418183e+11 
5736,4184398.783360,5971.354863,2.158555e+24,8.227890,1.683548e+11,2826.773532,7.261731e-06,0.922429,3888.594636,8.578306e+11,8.418895e+11 
5737,4183800.043016,5971.559626,2.157769e+24,8.227246,1.683842e+11,2826.862943,7.260984e-06,0.922385,3889.026138,8.579012e+11,8.419606e+11 
5738,4183201.302672,5971.764370,2.156983e+24,8.226602,1.684136e+11,2826.952342,7.260237e-06,0.922341,3889.457527,8.579719e+11,8.420318e+11 
5739,4182602.562328,5971.969095,2.156196e+24,8.225959,1.684430e+11,2827.041727,7.259490e-06,0.922297,3889.888800,8.580425e+11,8.421030e+11 
5740,4182003.821984,5972.173802,2.155410e+24,8.225315,1.684724e+11,2827.131100,7.258744e-06,0.922252,3890.319959,8.581131e+11,8.421742e+11 
5741,4181405.081640,5972.378489,2.154625e+24,8.224671,1.685018e+11,2827.220460,7.257998e-06,0.922208,3890.751003,8.581837e+11,8.422453e+11 
5742,4180806.341296,5972.583158,2.153839e+24,8.224027,1.685312e+11,2827.309808,7.257252e-06,0.922164,3891.181933,8.582543e+11,8.423165e+11 
5743,4180207.600952,5972.787808,2.153054e+24,8.223384,1.685606e+11,2827.399142,7.256506e-06,0.922120,3891.612749,8.583249e+11,8.423876e+11 
5744,4179608.860608,5972.992439,2.152269e+24,8.222740,1.685901e+11,2827.488464,7.255760e-06,0.922075,3892.043450,8.583955e+11,8.424588e+11 
5745,4179010.120264,5973.197051,2.151484e+24,8.222097,1.686195e+11,2827.577773,7.255014e-06,0.922031,3892.474037,8.584661e+11,8.425299e+11 
5746,4178411.379920,5973.401644,2.150699e+24,8.221453,1.686489e+11,2827.667070,7.254269e-06,0.921987,3892.904510,8.585367e+11,8.426011e+11 
5747,4177812.639576,5973.606219,2.149914e+24,8.220810,1.686783e+11,2827.756353,7.253523e-06,0.921943,3893.334868,8.586072e+11,8.426722e+11 
5748,4177213.899232,5973.810775,2.149130e+24,8.220167,1.687077e+11,2827.845624,7.252778e-06,0.921898,3893.765113,8.586778e+11,8.427433e+11 
5749,4176615.158888,5974.015312,2.148346e+24,8.219523,1.687371e+11,2827.934883,7.252033e-06,0.921854,3894.195244,8.587484e+11,8.428144e+11 
5750,4176016.418544,5974.219830,2.147562e+24,8.218880,1.687665e+11,2828.024128,7.251289e-06,0.921810,3894.625260,8.588190e+11,8.428856e+11 
5751,4175417.678200,5974.424329,2.146778e+24,8.218237,1.687959e+11,2828.113361,7.250544e-06,0.921766,3895.055163,8.588895e+11,8.429567e+11 
5752,4174818.937856,5974.628810,2.145994e+24,8.217594,1.688253e+11,2828.202581,7.249800e-06,0.921722,3895.484952,8.589601e+11,8.430278e+11 
5753,4174220.197512,5974.833272,2.145211e+24,8.216951,1.688547e+11,2828.291788,7.249055e-06,0.921678,3895.914628,8.590306e+11,8.430989e+11 
5754,4173621.457168,5975.037715,2.144428e+24,8.216308,1.688841e+11,2828.380983,7.248311e-06,0.921633,3896.344189,8.591012e+11,8.431700e+11 
5755,4173022.716824,5975.242139,2.143645e+24,8.215665,1.689135e+11,2828.470165,7.247567e-06,0.921589,3896.773637,8.591717e+11,8.432411e+11 
5756,4172423.976480,5975.446544,2.142862e+24,8.215022,1.689428e+11,2828.559334,7.246824e-06,0.921545,3897.202972,8.592423e+11,8.433122e+11 
5757,4171825.236137,5975.650931,2.142079e+24,8.214379,1.689722e+11,2828.648490,7.246080e-06,0.921501,3897.632193,8.593128e+11,8.433833e+11 
5758,4171226.495793,5975.855299,2.141297e+24,8.213736,1.690016e+11,2828.737634,7.245337e-06,0.921457,3898.061300,8.593833e+11,8.434544e+11 
5759,4170627.755449,5976.059648,2.140515e+24,8.213093,1.690310e+11,2828.826765,7.244594e-06,0.921413,3898.490295,8.594539e+11,8.435254e+11 
5760,4170029.015105,5976.263978,2.139733e+24,8.212450,1.690604e+11,2828.915884,7.243850e-06,0.921369,3898.919176,8.595244e+11,8.435965e+11 
5761,4169430.274761,5976.468289,2.138951e+24,8.211808,1.690898e+11,2829.004989,7.243108e-06,0.921325,3899.347943,8.595949e+11,8.436676e+11 
5762,4168831.534417,5976.672582,2.138169e+24,8.211165,1.691192e+11,2829.094082,7.242365e-06,0.921281,3899.776598,8.596654e+11,8.437387e+11 
5763,4168232.794073,5976.876856,2.137388e+24,8.210523,1.691486e+11,2829.183163,7.241622e-06,0.921236,3900.205139,8.597359e+11,8.438097e+11 
5764,4167634.053729,5977.081111,2.136607e+24,8.209880,1.691779e+11,2829.272230,7.240880e-06,0.921192,3900.633568,8.598064e+11,8.438808e+11 
5765,4167035.313385,5977.285347,2.135826e+24,8.209238,1.692073e+11,2829.361285,7.240138e-06,0.921148,3901.061883,8.598769e+11,8.439518e+11 
5766,4166436.573041,5977.489565,2.135045e+24,8.208595,1.692367e+11,2829.450327,7.239396e-06,0.921104,3901.490086,8.599474e+11,8.440229e+11 
5767,4165837.832697,5977.693764,2.134264e+24,8.207953,1.692661e+11,2829.539357,7.238654e-06,0.921060,3901.918175,8.600179e+11,8.440939e+11 
5768,4165239.092353,5977.897944,2.133484e+24,8.207310,1.692954e+11,2829.628374,7.237912e-06,0.921016,3902.346152,8.600884e+11,8.441650e+11 
5769,4164640.352009,5978.102105,2.132703e+24,8.206668,1.693248e+11,2829.717378,7.237171e-06,0.920972,3902.774016,8.601589e+11,8.442360e+11 
5770,4164041.611665,5978.306247,2.131923e+24,8.206026,1.693542e+11,2829.806370,7.236429e-06,0.920928,3903.201768,8.602294e+11,8.443070e+11 
5771,4163442.871321,5978.510371,2.131144e+24,8.205384,1.693836e+11,2829.895348,7.235688e-06,0.920884,3903.629407,8.602998e+11,8.443780e+11 
5772,4162844.130977,5978.714476,2.130364e+24,8.204742,1.694129e+11,2829.984315,7.234947e-06,0.920840,3904.056933,8.603703e+11,8.444491e+11 
5773,4162245.390633,5978.918562,2.129585e+24,8.204100,1.694423e+11,2830.073268,7.234206e-06,0.920796,3904.484347,8.604408e+11,8.445201e+11 
5774,4161646.650289,5979.122630,2.128805e+24,8.203458,1.694717e+11,2830.162209,7.233465e-06,0.920752,3904.911648,8.605112e+11,8.445911e+11 
5775,4161047.909945,5979.326678,2.128026e+24,8.202816,1.695010e+11,2830.251137,7.232725e-06,0.920708,3905.338838,8.605817e+11,8.446621e+11 
5776,4160449.169601,5979.530708,2.127247e+24,8.202174,1.695304e+11,2830.340053,7.231985e-06,0.920664,3905.765915,8.606521e+11,8.447331e+11 
5777,4159850.429257,5979.734720,2.126469e+24,8.201532,1.695598e+11,2830.428956,7.231244e-06,0.920620,3906.192879,8.607226e+11,8.448041e+11 
5778,4159251.688913,5979.938712,2.125690e+24,8.200890,1.695891e+11,2830.517846,7.230504e-06,0.920576,3906.619732,8.607930e+11,8.448751e+11 
5779,4158652.948569,5980.142686,2.124912e+24,8.200248,1.696185e+11,2830.606724,7.229765e-06,0.920532,3907.046472,8.608635e+11,8.449461e+11 
5780,4158054.208225,5980.346641,2.124134e+24,8.199607,1.696479e+11,2830.695588,7.229025e-06,0.920488,3907.473100,8.609339e+11,8.450171e+11 
5781,4157455.467881,5980.550577,2.123356e+24,8.198965,1.696772e+11,2830.784441,7.228285e-06,0.920444,3907.899617,8.610043e+11,8.450880e+11 
5782,4156856.727537,5980.754495,2.122578e+24,8.198323,1.697066e+11,2830.873280,7.227546e-06,0.920400,3908.326021,8.610747e+11,8.451590e+11 
5783,4156257.987193,5980.958394,2.121801e+24,8.197682,1.697359e+11,2830.962107,7.226807e-06,0.920356,3908.752314,8.611452e+11,8.452300e+11 
5784,4155659.246849,5981.162274,2.121024e+24,8.197040,1.697653e+11,2831.050922,7.226068e-06,0.920313,3909.178495,8.612156e+11,8.453009e+11 
5785,4155060.506505,5981.366135,2.120247e+24,8.196399,1.697946e+11,2831.139723,7.225329e-06,0.920269,3909.604564,8.612860e+11,8.453719e+11 
5786,4154461.766161,5981.569978,2.119470e+24,8.195758,1.698240e+11,2831.228513,7.224590e-06,0.920225,3910.030521,8.613564e+11,8.454429e+11 
5787,4153863.025817,5981.773802,2.118693e+24,8.195116,1.698533e+11,2831.317289,7.223852e-06,0.920181,3910.456367,8.614268e+11,8.455138e+11 
5788,4153264.285473,5981.977607,2.117917e+24,8.194475,1.698827e+11,2831.406053,7.223114e-06,0.920137,3910.882102,8.614972e+11,8.455848e+11 
5789,4152665.545129,5982.181393,2.117140e+24,8.193834,1.699120e+11,2831.494804,7.222375e-06,0.920093,3911.307724,8.615676e+11,8.456557e+11 
5790,4152066.804785,5982.385161,2.116364e+24,8.193193,1.699414e+11,2831.583543,7.221637e-06,0.920049,3911.733236,8.616380e+11,8.457266e+11 
5791,4151468.064441,5982.588910,2.115588e+24,8.192552,1.699707e+11,2831.672269,7.220900e-06,0.920005,3912.158636,8.617083e+11,8.457976e+11 
5792,4150869.324097,5982.792641,2.114813e+24,8.191911,1.700001e+11,2831.760982,7.220162e-06,0.919961,3912.583925,8.617787e+11,8.458685e+11 
5793,4150270.583753,5982.996352,2.114037e+24,8.191270,1.700294e+11,2831.849683,7.219424e-06,0.919918,3913.009102,8.618491e+11,8.459394e+11 
5794,4149671.843409,5983.200045,2.113262e+24,8.190629,1.700588e+11,2831.938371,7.218687e-06,0.919874,3913.434169,8.619195e+11,8.460103e+11 
5795,4149073.103065,5983.403720,2.112487e+24,8.189988,1.700881e+11,2832.027046,7.217950e-06,0.919830,3913.859124,8.619898e+11,8.460813e+11 
5796,4148474.362721,5983.607375,2.111712e+24,8.189347,1.701175e+11,2832.115709,7.217213e-06,0.919786,3914.283968,8.620602e+11,8.461522e+11 
5797,4147875.622377,5983.811012,2.110937e+24,8.188706,1.701468e+11,2832.204360,7.216476e-06,0.919742,3914.708702,8.621305e+11,8.462231e+11 
5798,4147276.882033,5984.014630,2.110163e+24,8.188065,1.701761e+11,2832.292997,7.215740e-06,0.919698,3915.133324,8.622009e+11,8.462940e+11 
5799,4146678.141690,5984.218230,2.109388e+24,8.187425,1.702055e+11,2832.381622,7.215003e-06,0.919655,3915.557835,8.622712e+11,8.463649e+11 
5800,4146079.401346,5984.421811,2.108614e+24,8.186784,1.702348e+11,2832.470235,7.214267e-06,0.919611,3915.982236,8.623416e+11,8.464358e+11 
5801,4145480.661002,5984.625373,2.107840e+24,8.186144,1.702641e+11,2832.558835,7.213531e-06,0.919567,3916.406526,8.624119e+11,8.465067e+11 
5802,4144881.920658,5984.828916,2.107067e+24,8.185503,1.702935e+11,2832.647422,7.212795e-06,0.919523,3916.830705,8.624822e+11,8.465775e+11 
5803,4144283.180314,5985.032441,2.106293e+24,8.184863,1.703228e+11,2832.735997,7.212059e-06,0.919479,3917.254774,8.625526e+11,8.466484e+11 
5804,4143684.439970,5985.235947,2.105520e+24,8.184222,1.703521e+11,2832.824559,7.211323e-06,0.919436,3917.678732,8.626229e+11,8.467193e+11 
5805,4143085.699626,5985.439435,2.104747e+24,8.183582,1.703815e+11,2832.913109,7.210588e-06,0.919392,3918.102580,8.626932e+11,8.467902e+11 
5806,4142486.959282,5985.642903,2.103974e+24,8.182941,1.704108e+11,2833.001646,7.209853e-06,0.919348,3918.526317,8.627635e+11,8.468610e+11 
5807,4141888.218938,5985.846353,2.103201e+24,8.182301,1.704401e+11,2833.090170,7.209117e-06,0.919304,3918.949944,8.628338e+11,8.469319e+11 
5808,4141289.478594,5986.049785,2.102429e+24,8.181661,1.704694e+11,2833.178682,7.208382e-06,0.919261,3919.373461,8.629041e+11,8.470027e+11 
5809,4140690.738250,5986.253198,2.101656e+24,8.181021,1.704988e+11,2833.267181,7.207648e-06,0.919217,3919.796867,8.629744e+11,8.470736e+11 
5810,4140091.997906,5986.456592,2.100884e+24,8.180381,1.705281e+11,2833.355668,7.206913e-06,0.919173,3920.220163,8.630447e+11,8.471444e+11 
5811,4139493.257562,5986.659967,2.100112e+24,8.179741,1.705574e+11,2833.444142,7.206179e-06,0.919130,3920.643349,8.631150e+11,8.472153e+11 
5812,4138894.517218,5986.863324,2.099340e+24,8.179101,1.705867e+11,2833.532603,7.205444e-06,0.919086,3921.066425,8.631853e+11,8.472861e+11 
5813,4138295.776874,5987.066662,2.098569e+24,8.178461,1.706160e+11,2833.621052,7.204710e-06,0.919042,3921.489391,8.632556e+11,8.473569e+11 
5814,4137697.036530,5987.269981,2.097798e+24,8.177821,1.706454e+11,2833.709489,7.203976e-06,0.918998,3921.912247,8.633259e+11,8.474278e+11 
5815,4137098.296186,5987.473282,2.097026e+24,8.177181,1.706747e+11,2833.797913,7.203242e-06,0.918955,3922.334993,8.633961e+11,8.474986e+11 
5816,4136499.555842,5987.676564,2.096255e+24,8.176542,1.707040e+11,2833.886324,7.202509e-06,0.918911,3922.757629,8.634664e+11,8.475694e+11 
5817,4135900.815498,5987.879828,2.095485e+24,8.175902,1.707333e+11,2833.974723,7.201775e-06,0.918867,3923.180156,8.635367e+11,8.476402e+11 
5818,4135302.075154,5988.083073,2.094714e+24,8.175262,1.707626e+11,2834.063109,7.201042e-06,0.918824,3923.602572,8.636069e+11,8.477110e+11 
5819,4134703.334810,5988.286299,2.093944e+24,8.174623,1.707919e+11,2834.151483,7.200309e-06,0.918780,3924.024880,8.636772e+11,8.477818e+11 
5820,4134104.594466,5988.489507,2.093174e+24,8.173983,1.708212e+11,2834.239844,7.199576e-06,0.918736,3924.447077,8.637474e+11,8.478527e+11 
5821,4133505.854122,5988.692696,2.092404e+24,8.173344,1.708505e+11,2834.328192,7.198843e-06,0.918693,3924.869165,8.638177e+11,8.479234e+11 
5822,4132907.113778,5988.895866,2.091634e+24,8.172704,1.708798e+11,2834.416528,7.198110e-06,0.918649,3925.291144,8.638879e+11,8.479942e+11 
5823,4132308.373434,5989.099018,2.090864e+24,8.172065,1.709091e+11,2834.504852,7.197378e-06,0.918606,3925.713013,8.639582e+11,8.480650e+11 
5824,4131709.633090,5989.302151,2.090095e+24,8.171426,1.709385e+11,2834.593163,7.196646e-06,0.918562,3926.134773,8.640284e+11,8.481358e+11 
5825,4131110.892746,5989.505265,2.089326e+24,8.170786,1.709678e+11,2834.681461,7.195914e-06,0.918518,3926.556424,8.640986e+11,8.482066e+11 
5826,4130512.152402,5989.708361,2.088557e+24,8.170147,1.709971e+11,2834.769747,7.195182e-06,0.918475,3926.977965,8.641689e+11,8.482774e+11 
5827,4129913.412058,5989.911438,2.087788e+24,8.169508,1.710264e+11,2834.858020,7.194450e-06,0.918431,3927.399397,8.642391e+11,8.483481e+11 
5828,4129314.671714,5990.114497,2.087019e+24,8.168869,1.710557e+11,2834.946281,7.193718e-06,0.918388,3927.820720,8.643093e+11,8.484189e+11 
5829,4128715.931370,5990.317537,2.086251e+24,8.168230,1.710849e+11,2835.034530,7.192987e-06,0.918344,3928.241934,8.643795e+11,8.484897e+11 
5830,4128117.191026,5990.520558,2.085483e+24,8.167591,1.711142e+11,2835.122765,7.192255e-06,0.918300,3928.663039,8.644497e+11,8.485604e+11 
5831,4127518.450682,5990.723561,2.084715e+24,8.166952,1.711435e+11,2835.210989,7.191524e-06,0.918257,3929.084036,8.645199e+11,8.486312e+11 
5832,4126919.710338,5990.926545,2.083947e+24,8.166313,1.711728e+11,2835.299199,7.190793e-06,0.918213,3929.504923,8.645901e+11,8.487019e+11 
5833,4126320.969994,5991.129511,2.083179e+24,8.165674,1.712021e+11,2835.387398,7.190063e-06,0.918170,3929.925701,8.646603e+11,8.487726e+11 
5834,4125722.229650,5991.332458,2.082412e+24,8.165036,1.712314e+11,2835.475583,7.189332e-06,0.918126,3930.346371,8.647305e+11,8.488434e+11 
5835,4125123.489306,5991.535386,2.081645e+24,8.164397,1.712607e+11,2835.563757,7.188601e-06,0.918083,3930.766932,8.648007e+11,8.489141e+11 
5836,4124524.748962,5991.738296,2.080878e+24,8.163758,1.712900e+11,2835.651917,7.187871e-06,0.918039,3931.187385,8.648708e+11,8.489848e+11 
5837,4123926.008618,5991.941187,2.080111e+24,8.163120,1.713193e+11,2835.740066,7.187141e-06,0.917996,3931.607729,8.649410e+11,8.490556e+11 
5838,4123327.268274,5992.144060,2.079344e+24,8.162481,1.713486e+11,2835.828201,7.186411e-06,0.917952,3932.027964,8.650112e+11,8.491263e+11 
5839,4122728.527930,5992.346914,2.078578e+24,8.161843,1.713779e+11,2835.916324,7.185681e-06,0.917909,3932.448091,8.650813e+11,8.491970e+11 
5840,4122129.787586,5992.549749,2.077812e+24,8.161204,1.714071e+11,2836.004435,7.184952e-06,0.917865,3932.868109,8.651515e+11,8.492677e+11 
5841,4121531.047243,5992.752566,2.077046e+24,8.160566,1.714364e+11,2836.092533,7.184222e-06,0.917822,3933.288020,8.652217e+11,8.493384e+11 
5842,4120932.306899,5992.955364,2.076280e+24,8.159928,1.714657e+11,2836.180619,7.183493e-06,0.917778,3933.707822,8.652918e+11,8.494091e+11 
5843,4120333.566555,5993.158144,2.075514e+24,8.159290,1.714950e+11,2836.268692,7.182764e-06,0.917735,3934.127515,8.653620e+11,8.494798e+11 
5844,4119734.826211,5993.360905,2.074749e+24,8.158651,1.715243e+11,2836.356753,7.182035e-06,0.917691,3934.547101,8.654321e+11,8.495505e+11 
5845,4119136.085867,5993.563648,2.073983e+24,8.158013,1.715535e+11,2836.444802,7.181306e-06,0.917648,3934.966579,8.655022e+11,8.496212e+11 
5846,4118537.345523,5993.766372,2.073218e+24,8.157375,1.715828e+11,2836.532837,7.180577e-06,0.917604,3935.385948,8.655724e+11,8.496919e+11 
5847,4117938.605179,5993.969077,2.072454e+24,8.156737,1.716121e+11,2836.620861,7.179849e-06,0.917561,3935.805210,8.656425e+11,8.497626e+11 
5848,4117339.864835,5994.171764,2.071689e+24,8.156099,1.716413e+11,2836.708872,7.179120e-06,0.917517,3936.224363,8.657126e+11,8.498332e+11 
5849,4116741.124491,5994.374432,2.070924e+24,8.155461,1.716706e+11,2836.796870,7.178392e-06,0.917474,3936.643409,8.657827e+11,8.499039e+11 
5850,4116142.384147,5994.577082,2.070160e+24,8.154824,1.716999e+11,2836.884856,7.177664e-06,0.917431,3937.062347,8.658529e+11,8.499746e+11 
5851,4115543.643803,5994.779713,2.069396e+24,8.154186,1.717292e+11,2836.972829,7.176937e-06,0.917387,3937.481177,8.659230e+11,8.500452e+11 
5852,4114944.903459,5994.982326,2.068632e+24,8.153548,1.717584e+11,2837.060790,7.176209e-06,0.917344,3937.899900,8.659931e+11,8.501159e+11 
5853,4114346.163115,5995.184920,2.067869e+24,8.152910,1.717877e+11,2837.148739,7.175481e-06,0.917300,3938.318515,8.660632e+11,8.501865e+11 
5854,4113747.422771,5995.387495,2.067105e+24,8.152273,1.718170e+11,2837.236675,7.174754e-06,0.917257,3938.737022,8.661333e+11,8.502572e+11 
5855,4113148.682427,5995.590052,2.066342e+24,8.151635,1.718462e+11,2837.324599,7.174027e-06,0.917214,3939.155422,8.662034e+11,8.503278e+11 
5856,4112549.942083,5995.792591,2.065579e+24,8.150998,1.718755e+11,2837.412510,7.173300e-06,0.917170,3939.573714,8.662735e+11,8.503985e+11 
5857,4111951.201739,5995.995110,2.064816e+24,8.150360,1.719047e+11,2837.500408,7.172573e-06,0.917127,3939.991899,8.663435e+11,8.504691e+11 
5858,4111352.461395,5996.197612,2.064053e+24,8.149723,1.719340e+11,2837.588295,7.171846e-06,0.917083,3940.409977,8.664136e+11,8.505397e+11 
5859,4110753.721051,5996.400095,2.063291e+24,8.149086,1.719633e+11,2837.676169,7.171120e-06,0.917040,3940.827948,8.664837e+11,8.506103e+11 
5860,4110154.980707,5996.602559,2.062528e+24,8.148449,1.719925e+11,2837.764030,7.170394e-06,0.916997,3941.245811,8.665538e+11,8.506810e+11 
5861,4109556.240363,5996.805005,2.061766e+24,8.147811,1.720218e+11,2837.851879,7.169667e-06,0.916953,3941.663567,8.666238e+11,8.507516e+11 
5862,4108957.500019,5997.007432,2.061004e+24,8.147174,1.720510e+11,2837.939715,7.168941e-06,0.916910,3942.081216,8.666939e+11,8.508222e+11 
5863,4108358.759675,5997.209840,2.060243e+24,8.146537,1.720803e+11,2838.027539,7.168216e-06,0.916867,3942.498758,8.667639e+11,8.508928e+11 
5864,4107760.019331,5997.412231,2.059481e+24,8.145900,1.721095e+11,2838.115351,7.167490e-06,0.916823,3942.916193,8.668340e+11,8.509634e+11 
5865,4107161.278987,5997.614602,2.058720e+24,8.145263,1.721388e+11,2838.203150,7.166764e-06,0.916780,3943.333521,8.669040e+11,8.510340e+11 
5866,4106562.538643,5997.816955,2.057959e+24,8.144626,1.721680e+11,2838.290937,7.166039e-06,0.916737,3943.750742,8.669741e+11,8.511046e+11 
5867,4105963.798299,5998.019290,2.057198e+24,8.143990,1.721973e+11,2838.378711,7.165314e-06,0.916694,3944.167857,8.670441e+11,8.511752e+11 
5868,4105365.057955,5998.221606,2.056437e+24,8.143353,1.722265e+11,2838.466473,7.164589e-06,0.916650,3944.584864,8.671142e+11,8.512457e+11 
5869,4104766.317611,5998.423903,2.055676e+24,8.142716,1.722558e+11,2838.554223,7.163864e-06,0.916607,3945.001765,8.671842e+11,8.513163e+11 
5870,4104167.577267,5998.626182,2.054916e+24,8.142079,1.722850e+11,2838.641960,7.163139e-06,0.916564,3945.418560,8.672542e+11,8.513869e+11 
5871,4103568.836923,5998.828443,2.054156e+24,8.141443,1.723143e+11,2838.729685,7.162415e-06,0.916520,3945.835247,8.673242e+11,8.514575e+11 
