runname=input_Earth 
layers_found=[silicate,iron] 
phases_found=[pd,pv,ppv,liquid,solid] 
ir_comp_layer=[0,5678] 
ir_phase_layer=[0,1238,5295,10270] 
glob_variab=[[128000000000.0, 4.2, 0.99, 2.1, 2e-05, 3, 3516.34, 1.3347850228117743e-05, 0.7459369579289227, 215373834693.77478, 219528819215.5574, 1, 1, 0, 1265.0],[169650000000.0, 4, 1, 1.4, 2e-05, 3, 3868.6235, 6.639267439902973e-06, 0.5977350803215429, 573403318632.4905, 578673568035.1329, 1, 1, 0, 1265.0],[324500000000.0, 3.3, 1.48, 1.4, 2e-05, 2.1, 4260.0, 8.114115062319741e-06, 0.9714644807972537, 767621201686.7317, 781843694922.8562, 1, 1, 0, 1265.0],[145520000000.0, 4.125, 2.1664000000000003, 0.644, 4e-05, 3, 6129.200000000001, 5.071781924046409e-06, 1.3906064461387704, 1185539027717.2808, 1231726587225.441, 1, 1, 0, 840.0],[207090000000.0, 5.64, 1.6, 0.92, 4e-05, 3, 7399.7484, 7.186760549386661e-06, 0.9451304579076872, 2206278268426.024, 2290378904830.522, 10.760757003919487, 3495833.023854817, 1, 840.0]] 
i_g_change=11453 
i,r,rho,m,g,P,T,alpha,gamma,T_melt_Fe,Kt,Ks 
6353,3160983.869689,10434.275059,1.494340e+24,9.981513,1.725199e+11,4394.330680,8.107455e-06,1.537931,3948.762416,8.439999e+11,8.001580e+11 
6354,3160487.796868,10434.913751,1.493691e+24,9.980305,1.725715e+11,4394.744352,8.105966e-06,1.537871,3949.497294,8.441297e+11,8.002863e+11 
6355,3159991.724047,10435.552344,1.493041e+24,9.979096,1.726232e+11,4395.157959,8.104478e-06,1.537810,3950.231854,8.442594e+11,8.004147e+11 
6356,3159495.651226,10436.190841,1.492391e+24,9.977888,1.726748e+11,4395.571501,8.102991e-06,1.537750,3950.966098,8.443891e+11,8.005430e+11 
6357,3158999.578405,10436.829240,1.491742e+24,9.976679,1.727265e+11,4395.984976,8.101504e-06,1.537689,3951.700024,8.445189e+11,8.006714e+11 
6358,3158503.505584,10437.467542,1.491093e+24,9.975470,1.727781e+11,4396.398386,8.100017e-06,1.537629,3952.433634,8.446486e+11,8.007997e+11 
6359,3158007.432763,10438.105747,1.490444e+24,9.974261,1.728298e+11,4396.811730,8.098532e-06,1.537568,3953.166928,8.447782e+11,8.009280e+11 
6360,3157511.359942,10438.743854,1.489795e+24,9.973052,1.728814e+11,4397.225009,8.097047e-06,1.537507,3953.899905,8.449079e+11,8.010563e+11 
6361,3157015.287121,10439.381864,1.489146e+24,9.971842,1.729331e+11,4397.638222,8.095562e-06,1.537447,3954.632567,8.450376e+11,8.011846e+11 
6362,3156519.214300,10440.019777,1.488498e+24,9.970633,1.729847e+11,4398.051369,8.094078e-06,1.537386,3955.364914,8.451673e+11,8.013129e+11 
6363,3156023.141479,10440.657592,1.487849e+24,9.969423,1.730364e+11,4398.464450,8.092595e-06,1.537326,3956.096945,8.452969e+11,8.014412e+11 
6364,3155527.068658,10441.295310,1.487201e+24,9.968213,1.730880e+11,4398.877466,8.091112e-06,1.537265,3956.828662,8.454265e+11,8.015694e+11 
6365,3155030.995837,10441.932931,1.486553e+24,9.967003,1.731396e+11,4399.290416,8.089630e-06,1.537205,3957.560064,8.455561e+11,8.016977e+11 
6366,3154534.923016,10442.570454,1.485905e+24,9.965793,1.731913e+11,4399.703300,8.088149e-06,1.537145,3958.291151,8.456858e+11,8.018259e+11 
6367,3154038.850195,10443.207881,1.485258e+24,9.964582,1.732429e+11,4400.116119,8.086668e-06,1.537084,3959.021925,8.458154e+11,8.019541e+11 
6368,3153542.777374,10443.845210,1.484610e+24,9.963372,1.732945e+11,4400.528871,8.085187e-06,1.537024,3959.752384,8.459449e+11,8.020823e+11 
6369,3153046.704553,10444.482441,1.483963e+24,9.962161,1.733461e+11,4400.941559,8.083708e-06,1.536963,3960.482530,8.460745e+11,8.022105e+11 
6370,3152550.631732,10445.119576,1.483315e+24,9.960951,1.733977e+11,4401.354180,8.082228e-06,1.536903,3961.212363,8.462041e+11,8.023387e+11 
6371,3152054.558911,10445.756613,1.482668e+24,9.959740,1.734493e+11,4401.766736,8.080750e-06,1.536843,3961.941883,8.463336e+11,8.024669e+11 
6372,3151558.486090,10446.393553,1.482021e+24,9.958528,1.735009e+11,4402.179226,8.079272e-06,1.536782,3962.671090,8.464632e+11,8.025951e+11 
6373,3151062.413269,10447.030396,1.481375e+24,9.957317,1.735526e+11,4402.591650,8.077794e-06,1.536722,3963.399984,8.465927e+11,8.027232e+11 
6374,3150566.340448,10447.667141,1.480728e+24,9.956106,1.736042e+11,4403.004009,8.076318e-06,1.536662,3964.128567,8.467222e+11,8.028514e+11 
6375,3150070.267627,10448.303789,1.480082e+24,9.954894,1.736558e+11,4403.416302,8.074841e-06,1.536601,3964.856837,8.468517e+11,8.029795e+11 
6376,3149574.194806,10448.940340,1.479436e+24,9.953683,1.737074e+11,4403.828530,8.073366e-06,1.536541,3965.584796,8.469812e+11,8.031076e+11 
6377,3149078.121985,10449.576794,1.478790e+24,9.952471,1.737589e+11,4404.240691,8.071891e-06,1.536481,3966.312443,8.471107e+11,8.032357e+11 
6378,3148582.049164,10450.213150,1.478144e+24,9.951259,1.738105e+11,4404.652788,8.070416e-06,1.536421,3967.039779,8.472401e+11,8.033638e+11 
6379,3148085.976343,10450.849409,1.477498e+24,9.950046,1.738621e+11,4405.064818,8.068942e-06,1.536360,3967.766804,8.473696e+11,8.034919e+11 
6380,3147589.903522,10451.485571,1.476852e+24,9.948834,1.739137e+11,4405.476783,8.067469e-06,1.536300,3968.493519,8.474990e+11,8.036200e+11 
6381,3147093.830701,10452.121636,1.476207e+24,9.947622,1.739653e+11,4405.888682,8.065996e-06,1.536240,3969.219923,8.476285e+11,8.037481e+11 
6382,3146597.757880,10452.757603,1.475562e+24,9.946409,1.740169e+11,4406.300515,8.064524e-06,1.536180,3969.946017,8.477579e+11,8.038761e+11 
6383,3146101.685059,10453.393474,1.474917e+24,9.945196,1.740684e+11,4406.712283,8.063052e-06,1.536119,3970.671802,8.478873e+11,8.040042e+11 
6384,3145605.612238,10454.029246,1.474272e+24,9.943983,1.741200e+11,4407.123985,8.061581e-06,1.536059,3971.397276,8.480167e+11,8.041322e+11 
6385,3145109.539417,10454.664922,1.473627e+24,9.942770,1.741716e+11,4407.535621,8.060111e-06,1.535999,3972.122442,8.481460e+11,8.042602e+11 
6386,3144613.466596,10455.300501,1.472982e+24,9.941557,1.742231e+11,4407.947192,8.058641e-06,1.535939,3972.847298,8.482754e+11,8.043882e+11 
6387,3144117.393775,10455.935982,1.472338e+24,9.940344,1.742747e+11,4408.358697,8.057172e-06,1.535879,3973.571846,8.484048e+11,8.045162e+11 
6388,3143621.320954,10456.571366,1.471694e+24,9.939130,1.743263e+11,4408.770136,8.055703e-06,1.535819,3974.296085,8.485341e+11,8.046442e+11 
6389,3143125.248133,10457.206653,1.471050e+24,9.937916,1.743778e+11,4409.181510,8.054235e-06,1.535759,3975.020015,8.486635e+11,8.047722e+11 
6390,3142629.175312,10457.841843,1.470406e+24,9.936703,1.744294e+11,4409.592818,8.052768e-06,1.535699,3975.743638,8.487928e+11,8.049001e+11 
6391,3142133.102491,10458.476935,1.469762e+24,9.935489,1.744809e+11,4410.004061,8.051301e-06,1.535639,3976.466953,8.489221e+11,8.050281e+11 
6392,3141637.029670,10459.111930,1.469118e+24,9.934274,1.745325e+11,4410.415238,8.049834e-06,1.535579,3977.189961,8.490514e+11,8.051560e+11 
6393,3141140.956849,10459.746828,1.468475e+24,9.933060,1.745840e+11,4410.826349,8.048368e-06,1.535519,3977.912661,8.491807e+11,8.052840e+11 
6394,3140644.884028,10460.381629,1.467832e+24,9.931846,1.746355e+11,4411.237394,8.046903e-06,1.535458,3978.635055,8.493099e+11,8.054119e+11 
6395,3140148.811207,10461.016333,1.467188e+24,9.930631,1.746871e+11,4411.648374,8.045439e-06,1.535398,3979.357141,8.494392e+11,8.055398e+11 
6396,3139652.738386,10461.650939,1.466545e+24,9.929416,1.747386e+11,4412.059288,8.043975e-06,1.535339,3980.078921,8.495684e+11,8.056677e+11 
6397,3139156.665565,10462.285449,1.465903e+24,9.928201,1.747901e+11,4412.470137,8.042511e-06,1.535279,3980.800395,8.496977e+11,8.057956e+11 
6398,3138660.592744,10462.919861,1.465260e+24,9.926986,1.748417e+11,4412.880920,8.041048e-06,1.535219,3981.521564,8.498269e+11,8.059234e+11 
6399,3138164.519923,10463.554176,1.464618e+24,9.925771,1.748932e+11,4413.291637,8.039586e-06,1.535159,3982.242426,8.499561e+11,8.060513e+11 
6400,3137668.447102,10464.188393,1.463975e+24,9.924556,1.749447e+11,4413.702289,8.038124e-06,1.535099,3982.962983,8.500853e+11,8.061791e+11 
6401,3137172.374281,10464.822514,1.463333e+24,9.923340,1.749962e+11,4414.112875,8.036663e-06,1.535039,3983.683235,8.502145e+11,8.063070e+11 
6402,3136676.301460,10465.456537,1.462691e+24,9.922124,1.750477e+11,4414.523395,8.035203e-06,1.534979,3984.403182,8.503437e+11,8.064348e+11 
6403,3136180.228639,10466.090463,1.462049e+24,9.920909,1.750992e+11,4414.933850,8.033743e-06,1.534919,3985.122824,8.504729e+11,8.065626e+11 
6404,3135684.155818,10466.724292,1.461408e+24,9.919693,1.751508e+11,4415.344239,8.032283e-06,1.534859,3985.842162,8.506020e+11,8.066904e+11 
6405,3135188.082997,10467.358024,1.460766e+24,9.918477,1.752023e+11,4415.754563,8.030824e-06,1.534799,3986.561195,8.507311e+11,8.068182e+11 
6406,3134692.010176,10467.991659,1.460125e+24,9.917260,1.752538e+11,4416.164821,8.029366e-06,1.534740,3987.279925,8.508603e+11,8.069460e+11 
6407,3134195.937355,10468.625196,1.459484e+24,9.916044,1.753053e+11,4416.575013,8.027909e-06,1.534680,3987.998351,8.509894e+11,8.070738e+11 
6408,3133699.864534,10469.258637,1.458843e+24,9.914827,1.753568e+11,4416.985140,8.026451e-06,1.534620,3988.716474,8.511185e+11,8.072015e+11 
6409,3133203.791713,10469.891980,1.458202e+24,9.913611,1.754082e+11,4417.395201,8.024995e-06,1.534560,3989.434294,8.512476e+11,8.073293e+11 
6410,3132707.718892,10470.525226,1.457561e+24,9.912394,1.754597e+11,4417.805196,8.023539e-06,1.534500,3990.151810,8.513767e+11,8.074570e+11 
6411,3132211.646071,10471.158375,1.456921e+24,9.911177,1.755112e+11,4418.215126,8.022084e-06,1.534441,3990.869024,8.515057e+11,8.075847e+11 
6412,3131715.573250,10471.791427,1.456281e+24,9.909959,1.755627e+11,4418.624990,8.020629e-06,1.534381,3991.585936,8.516348e+11,8.077124e+11 
6413,3131219.500429,10472.424381,1.455641e+24,9.908742,1.756142e+11,4419.034789,8.019175e-06,1.534321,3992.302546,8.517638e+11,8.078401e+11 
6414,3130723.427608,10473.057239,1.455001e+24,9.907525,1.756656e+11,4419.444522,8.017721e-06,1.534261,3993.018853,8.518929e+11,8.079678e+11 
6415,3130227.354787,10473.689999,1.454361e+24,9.906307,1.757171e+11,4419.854189,8.016268e-06,1.534202,3993.734859,8.520219e+11,8.080955e+11 
6416,3129731.281966,10474.322662,1.453721e+24,9.905089,1.757686e+11,4420.263791,8.014815e-06,1.534142,3994.450564,8.521509e+11,8.082232e+11 
6417,3129235.209145,10474.955228,1.453082e+24,9.903871,1.758201e+11,4420.673327,8.013364e-06,1.534082,3995.165968,8.522799e+11,8.083508e+11 
6418,3128739.136324,10475.587697,1.452442e+24,9.902653,1.758715e+11,4421.082797,8.011912e-06,1.534023,3995.881070,8.524089e+11,8.084785e+11 
6419,3128243.063503,10476.220069,1.451803e+24,9.901435,1.759230e+11,4421.492202,8.010461e-06,1.533963,3996.595873,8.525378e+11,8.086061e+11 
6420,3127746.990682,10476.852343,1.451164e+24,9.900216,1.759744e+11,4421.901542,8.009011e-06,1.533904,3997.310374,8.526668e+11,8.087337e+11 
6421,3127250.917861,10477.484521,1.450525e+24,9.898998,1.760259e+11,4422.310815,8.007562e-06,1.533844,3998.024576,8.527957e+11,8.088613e+11 
6422,3126754.845040,10478.116601,1.449887e+24,9.897779,1.760773e+11,4422.720024,8.006113e-06,1.533784,3998.738477,8.529247e+11,8.089889e+11 
6423,3126258.772219,10478.748585,1.449248e+24,9.896560,1.761288e+11,4423.129166,8.004664e-06,1.533725,3999.452079,8.530536e+11,8.091165e+11 
6424,3125762.699398,10479.380471,1.448610e+24,9.895341,1.761802e+11,4423.538243,8.003216e-06,1.533665,4000.165382,8.531825e+11,8.092441e+11 
6425,3125266.626577,10480.012260,1.447971e+24,9.894122,1.762317e+11,4423.947255,8.001769e-06,1.533606,4000.878386,8.533114e+11,8.093717e+11 
6426,3124770.553756,10480.643952,1.447333e+24,9.892903,1.762831e+11,4424.356200,8.000322e-06,1.533546,4001.591090,8.534403e+11,8.094992e+11 
6427,3124274.480935,10481.275547,1.446696e+24,9.891683,1.763345e+11,4424.765081,7.998876e-06,1.533487,4002.303496,8.535692e+11,8.096268e+11 
6428,3123778.408115,10481.907044,1.446058e+24,9.890464,1.763860e+11,4425.173895,7.997430e-06,1.533427,4003.015604,8.536980e+11,8.097543e+11 
6429,3123282.335294,10482.538445,1.445420e+24,9.889244,1.764374e+11,4425.582644,7.995985e-06,1.533368,4003.727413,8.538269e+11,8.098818e+11 
6430,3122786.262473,10483.169749,1.444783e+24,9.888024,1.764888e+11,4425.991328,7.994541e-06,1.533308,4004.438925,8.539557e+11,8.100093e+11 
6431,3122290.189652,10483.800955,1.444146e+24,9.886804,1.765402e+11,4426.399946,7.993097e-06,1.533249,4005.150138,8.540846e+11,8.101368e+11 
6432,3121794.116831,10484.432064,1.443509e+24,9.885584,1.765916e+11,4426.808498,7.991653e-06,1.533189,4005.861055,8.542134e+11,8.102643e+11 
6433,3121298.044010,10485.063077,1.442872e+24,9.884363,1.766431e+11,4427.216985,7.990211e-06,1.533130,4006.571674,8.543422e+11,8.103918e+11 
6434,3120801.971189,10485.693992,1.442235e+24,9.883143,1.766945e+11,4427.625406,7.988768e-06,1.533070,4007.281996,8.544710e+11,8.105192e+11 
6435,3120305.898368,10486.324810,1.441599e+24,9.881922,1.767459e+11,4428.033761,7.987327e-06,1.533011,4007.992022,8.545997e+11,8.106467e+11 
6436,3119809.825547,10486.955531,1.440962e+24,9.880701,1.767973e+11,4428.442051,7.985886e-06,1.532952,4008.701751,8.547285e+11,8.107741e+11 
6437,3119313.752726,10487.586155,1.440326e+24,9.879480,1.768487e+11,4428.850276,7.984445e-06,1.532892,4009.411184,8.548573e+11,8.109015e+11 
6438,3118817.679905,10488.216682,1.439690e+24,9.878259,1.769001e+11,4429.258435,7.983005e-06,1.532833,4010.120321,8.549860e+11,8.110289e+11 
6439,3118321.607084,10488.847112,1.439054e+24,9.877038,1.769515e+11,4429.666528,7.981566e-06,1.532774,4010.829162,8.551147e+11,8.111563e+11 
6440,3117825.534263,10489.477444,1.438418e+24,9.875817,1.770029e+11,4430.074556,7.980127e-06,1.532714,4011.537707,8.552434e+11,8.112837e+11 
6441,3117329.461442,10490.107680,1.437783e+24,9.874595,1.770543e+11,4430.482518,7.978689e-06,1.532655,4012.245958,8.553721e+11,8.114111e+11 
6442,3116833.388621,10490.737819,1.437147e+24,9.873373,1.771056e+11,4430.890414,7.977251e-06,1.532596,4012.953913,8.555008e+11,8.115385e+11 
6443,3116337.315800,10491.367860,1.436512e+24,9.872151,1.771570e+11,4431.298245,7.975814e-06,1.532536,4013.661574,8.556295e+11,8.116658e+11 
6444,3115841.242979,10491.997805,1.435877e+24,9.870929,1.772084e+11,4431.706011,7.974378e-06,1.532477,4014.368940,8.557582e+11,8.117932e+11 
6445,3115345.170158,10492.627652,1.435242e+24,9.869707,1.772598e+11,4432.113711,7.972942e-06,1.532418,4015.076012,8.558868e+11,8.119205e+11 
6446,3114849.097337,10493.257402,1.434607e+24,9.868485,1.773111e+11,4432.521345,7.971506e-06,1.532359,4015.782790,8.560155e+11,8.120478e+11 
6447,3114353.024516,10493.887056,1.433973e+24,9.867262,1.773625e+11,4432.928914,7.970071e-06,1.532299,4016.489274,8.561441e+11,8.121751e+11 
6448,3113856.951695,10494.516612,1.433338e+24,9.866040,1.774139e+11,4433.336417,7.968637e-06,1.532240,4017.195464,8.562727e+11,8.123024e+11 
6449,3113360.878874,10495.146071,1.432704e+24,9.864817,1.774652e+11,4433.743855,7.967203e-06,1.532181,4017.901361,8.564013e+11,8.124297e+11 
6450,3112864.806053,10495.775433,1.432070e+24,9.863594,1.775166e+11,4434.151227,7.965770e-06,1.532122,4018.606965,8.565299e+11,8.125570e+11 
6451,3112368.733232,10496.404698,1.431436e+24,9.862371,1.775680e+11,4434.558534,7.964338e-06,1.532063,4019.312277,8.566585e+11,8.126843e+11 
6452,3111872.660411,10497.033866,1.430802e+24,9.861148,1.776193e+11,4434.965775,7.962906e-06,1.532004,4020.017295,8.567871e+11,8.128115e+11 
6453,3111376.587590,10497.662937,1.430169e+24,9.859924,1.776707e+11,4435.372951,7.961474e-06,1.531945,4020.722021,8.569156e+11,8.129387e+11 
6454,3110880.514769,10498.291911,1.429535e+24,9.858701,1.777220e+11,4435.780061,7.960043e-06,1.531885,4021.426455,8.570442e+11,8.130660e+11 
6455,3110384.441948,10498.920788,1.428902e+24,9.857477,1.777733e+11,4436.187105,7.958613e-06,1.531826,4022.130597,8.571727e+11,8.131932e+11 
6456,3109888.369127,10499.549568,1.428269e+24,9.856253,1.778247e+11,4436.594084,7.957183e-06,1.531767,4022.834448,8.573012e+11,8.133204e+11 
6457,3109392.296306,10500.178251,1.427636e+24,9.855029,1.778760e+11,4437.000998,7.955754e-06,1.531708,4023.538007,8.574297e+11,8.134476e+11 
6458,3108896.223485,10500.806837,1.427003e+24,9.853805,1.779273e+11,4437.407845,7.954326e-06,1.531649,4024.241275,8.575582e+11,8.135748e+11 
6459,3108400.150664,10501.435326,1.426371e+24,9.852581,1.779787e+11,4437.814628,7.952897e-06,1.531590,4024.944252,8.576867e+11,8.137019e+11 
6460,3107904.077843,10502.063718,1.425738e+24,9.851356,1.780300e+11,4438.221345,7.951470e-06,1.531531,4025.646938,8.578152e+11,8.138291e+11 
6461,3107408.005022,10502.692013,1.425106e+24,9.850132,1.780813e+11,4438.627996,7.950043e-06,1.531472,4026.349333,8.579437e+11,8.139562e+11 
6462,3106911.932201,10503.320210,1.424474e+24,9.848907,1.781326e+11,4439.034582,7.948617e-06,1.531413,4027.051439,8.580721e+11,8.140834e+11 
6463,3106415.859380,10503.948311,1.423842e+24,9.847682,1.781840e+11,4439.441102,7.947191e-06,1.531354,4027.753254,8.582005e+11,8.142105e+11 
6464,3105919.786559,10504.576315,1.423210e+24,9.846457,1.782353e+11,4439.847557,7.945766e-06,1.531295,4028.454779,8.583290e+11,8.143376e+11 
6465,3105423.713738,10505.204222,1.422579e+24,9.845232,1.782866e+11,4440.253946,7.944341e-06,1.531236,4029.156015,8.584574e+11,8.144647e+11 
6466,3104927.640917,10505.832032,1.421947e+24,9.844006,1.783379e+11,4440.660270,7.942917e-06,1.531177,4029.856962,8.585858e+11,8.145918e+11 
6467,3104431.568096,10506.459745,1.421316e+24,9.842781,1.783892e+11,4441.066528,7.941493e-06,1.531118,4030.557619,8.587142e+11,8.147189e+11 
6468,3103935.495275,10507.087360,1.420685e+24,9.841555,1.784405e+11,4441.472720,7.940070e-06,1.531059,4031.257988,8.588425e+11,8.148459e+11 
6469,3103439.422454,10507.714879,1.420054e+24,9.840330,1.784918e+11,4441.878847,7.938648e-06,1.531001,4031.958068,8.589709e+11,8.149730e+11 
6470,3102943.349633,10508.342301,1.419423e+24,9.839104,1.785431e+11,4442.284909,7.937226e-06,1.530942,4032.657859,8.590992e+11,8.151000e+11 
6471,3102447.276812,10508.969626,1.418792e+24,9.837878,1.785944e+11,4442.690905,7.935804e-06,1.530883,4033.357363,8.592276e+11,8.152271e+11 
6472,3101951.203991,10509.596854,1.418162e+24,9.836651,1.786456e+11,4443.096836,7.934384e-06,1.530824,4034.056578,8.593559e+11,8.153541e+11 
6473,3101455.131170,10510.223985,1.417532e+24,9.835425,1.786969e+11,4443.502701,7.932963e-06,1.530765,4034.755506,8.594842e+11,8.154811e+11 
6474,3100959.058349,10510.851019,1.416901e+24,9.834198,1.787482e+11,4443.908501,7.931544e-06,1.530706,4035.454146,8.596125e+11,8.156081e+11 
6475,3100462.985528,10511.477955,1.416271e+24,9.832972,1.787995e+11,4444.314235,7.930125e-06,1.530648,4036.152499,8.597408e+11,8.157351e+11 
6476,3099966.912707,10512.104795,1.415642e+24,9.831745,1.788507e+11,4444.719903,7.928706e-06,1.530589,4036.850565,8.598691e+11,8.158620e+11 
6477,3099470.839886,10512.731538,1.415012e+24,9.830518,1.789020e+11,4445.125506,7.927288e-06,1.530530,4037.548344,8.599973e+11,8.159890e+11 
6478,3098974.767065,10513.358184,1.414382e+24,9.829291,1.789533e+11,4445.531044,7.925871e-06,1.530471,4038.245836,8.601256e+11,8.161160e+11 
6479,3098478.694244,10513.984733,1.413753e+24,9.828063,1.790045e+11,4445.936516,7.924454e-06,1.530413,4038.943043,8.602538e+11,8.162429e+11 
6480,3097982.621423,10514.611185,1.413124e+24,9.826836,1.790558e+11,4446.341923,7.923038e-06,1.530354,4039.639963,8.603821e+11,8.163698e+11 
6481,3097486.548602,10515.237541,1.412495e+24,9.825608,1.791071e+11,4446.747264,7.921622e-06,1.530295,4040.336597,8.605103e+11,8.164967e+11 
6482,3096990.475781,10515.863799,1.411866e+24,9.824381,1.791583e+11,4447.152539,7.920207e-06,1.530236,4041.032945,8.606385e+11,8.166236e+11 
6483,3096494.402960,10516.489960,1.411237e+24,9.823153,1.792096e+11,4447.557749,7.918792e-06,1.530178,4041.729008,8.607667e+11,8.167505e+11 
6484,3095998.330139,10517.116024,1.410609e+24,9.821925,1.792608e+11,4447.962894,7.917378e-06,1.530119,4042.424786,8.608948e+11,8.168774e+11 
6485,3095502.257318,10517.741991,1.409981e+24,9.820696,1.793120e+11,4448.367973,7.915964e-06,1.530060,4043.120279,8.610230e+11,8.170043e+11 
6486,3095006.184497,10518.367862,1.409352e+24,9.819468,1.793633e+11,4448.772987,7.914551e-06,1.530002,4043.815487,8.611511e+11,8.171311e+11 
6487,3094510.111676,10518.993635,1.408724e+24,9.818240,1.794145e+11,4449.177935,7.913139e-06,1.529943,4044.510410,8.612793e+11,8.172580e+11 
6488,3094014.038855,10519.619311,1.408097e+24,9.817011,1.794658e+11,4449.582818,7.911727e-06,1.529885,4045.205050,8.614074e+11,8.173848e+11 
6489,3093517.966034,10520.244891,1.407469e+24,9.815782,1.795170e+11,4449.987635,7.910316e-06,1.529826,4045.899405,8.615355e+11,8.175116e+11 
6490,3093021.893213,10520.870374,1.406841e+24,9.814553,1.795682e+11,4450.392387,7.908905e-06,1.529767,4046.593476,8.616636e+11,8.176384e+11 
6491,3092525.820392,10521.495759,1.406214e+24,9.813324,1.796194e+11,4450.797073,7.907495e-06,1.529709,4047.287264,8.617917e+11,8.177652e+11 
6492,3092029.747571,10522.121048,1.405587e+24,9.812095,1.796706e+11,4451.201694,7.906085e-06,1.529650,4047.980768,8.619198e+11,8.178920e+11 
6493,3091533.674750,10522.746240,1.404960e+24,9.810866,1.797219e+11,4451.606249,7.904676e-06,1.529592,4048.673989,8.620479e+11,8.180188e+11 
6494,3091037.601929,10523.371334,1.404333e+24,9.809636,1.797731e+11,4452.010739,7.903268e-06,1.529533,4049.366927,8.621759e+11,8.181455e+11 
6495,3090541.529108,10523.996332,1.403706e+24,9.808406,1.798243e+11,4452.415163,7.901860e-06,1.529475,4050.059582,8.623040e+11,8.182723e+11 
6496,3090045.456287,10524.621233,1.403080e+24,9.807176,1.798755e+11,4452.819522,7.900452e-06,1.529416,4050.751955,8.624320e+11,8.183990e+11 
6497,3089549.383466,10525.246037,1.402453e+24,9.805946,1.799267e+11,4453.223816,7.899045e-06,1.529358,4051.444045,8.625600e+11,8.185258e+11 
6498,3089053.310645,10525.870744,1.401827e+24,9.804716,1.799779e+11,4453.628044,7.897639e-06,1.529299,4052.135854,8.626880e+11,8.186525e+11 
6499,3088557.237824,10526.495355,1.401201e+24,9.803486,1.800291e+11,4454.032206,7.896233e-06,1.529241,4052.827380,8.628160e+11,8.187792e+11 
6500,3088061.165003,10527.119868,1.400575e+24,9.802256,1.800803e+11,4454.436303,7.894828e-06,1.529183,4053.518625,8.629440e+11,8.189059e+11 
6501,3087565.092182,10527.744284,1.399949e+24,9.801025,1.801315e+11,4454.840335,7.893423e-06,1.529124,4054.209589,8.630719e+11,8.190325e+11 
6502,3087069.019361,10528.368604,1.399324e+24,9.799794,1.801826e+11,4455.244301,7.892019e-06,1.529066,4054.900271,8.631999e+11,8.191592e+11 
6503,3086572.946540,10528.992826,1.398698e+24,9.798563,1.802338e+11,4455.648202,7.890615e-06,1.529007,4055.590672,8.633278e+11,8.192859e+11 
6504,3086076.873719,10529.616952,1.398073e+24,9.797332,1.802850e+11,4456.052037,7.889212e-06,1.528949,4056.280793,8.634558e+11,8.194125e+11 
6505,3085580.800898,10530.240981,1.397448e+24,9.796101,1.803362e+11,4456.455806,7.887810e-06,1.528891,4056.970633,8.635837e+11,8.195391e+11 
6506,3085084.728078,10530.864913,1.396823e+24,9.794870,1.803873e+11,4456.859511,7.886408e-06,1.528832,4057.660192,8.637116e+11,8.196658e+11 
6507,3084588.655257,10531.488748,1.396199e+24,9.793638,1.804385e+11,4457.263150,7.885007e-06,1.528774,4058.349472,8.638395e+11,8.197924e+11 
6508,3084092.582436,10532.112486,1.395574e+24,9.792407,1.804897e+11,4457.666723,7.883606e-06,1.528716,4059.038472,8.639674e+11,8.199190e+11 
6509,3083596.509615,10532.736127,1.394950e+24,9.791175,1.805408e+11,4458.070231,7.882206e-06,1.528657,4059.727192,8.640952e+11,8.200456e+11 
6510,3083100.436794,10533.359671,1.394325e+24,9.789943,1.805920e+11,4458.473674,7.880806e-06,1.528599,4060.415632,8.642231e+11,8.201721e+11 
6511,3082604.363973,10533.983119,1.393701e+24,9.788711,1.806431e+11,4458.877051,7.879407e-06,1.528541,4061.103793,8.643509e+11,8.202987e+11 
6512,3082108.291152,10534.606469,1.393077e+24,9.787479,1.806943e+11,4459.280362,7.878008e-06,1.528483,4061.791676,8.644788e+11,8.204252e+11 
6513,3081612.218331,10535.229723,1.392454e+24,9.786246,1.807454e+11,4459.683609,7.876610e-06,1.528424,4062.479279,8.646066e+11,8.205518e+11 
6514,3081116.145510,10535.852879,1.391830e+24,9.785014,1.807966e+11,4460.086789,7.875212e-06,1.528366,4063.166604,8.647344e+11,8.206783e+11 
6515,3080620.072689,10536.475939,1.391207e+24,9.783781,1.808477e+11,4460.489905,7.873815e-06,1.528308,4063.853651,8.648622e+11,8.208048e+11 
6516,3080123.999868,10537.098902,1.390583e+24,9.782548,1.808989e+11,4460.892955,7.872419e-06,1.528250,4064.540419,8.649900e+11,8.209313e+11 
6517,3079627.927047,10537.721768,1.389960e+24,9.781315,1.809500e+11,4461.295939,7.871023e-06,1.528192,4065.226910,8.651177e+11,8.210578e+11 
6518,3079131.854226,10538.344538,1.389337e+24,9.780082,1.810011e+11,4461.698858,7.869628e-06,1.528133,4065.913122,8.652455e+11,8.211843e+11 
6519,3078635.781405,10538.967210,1.388714e+24,9.778849,1.810523e+11,4462.101712,7.868233e-06,1.528075,4066.599058,8.653732e+11,8.213108e+11 
6520,3078139.708584,10539.589786,1.388092e+24,9.777616,1.811034e+11,4462.504500,7.866839e-06,1.528017,4067.284716,8.655010e+11,8.214372e+11 
6521,3077643.635763,10540.212264,1.387469e+24,9.776382,1.811545e+11,4462.907223,7.865445e-06,1.527959,4067.970097,8.656287e+11,8.215636e+11 
